,Region,Incident ID,Incident Type,Full Location ,Start Date,Start Time,Duration ICT,Lanes Blocked,Blockage Duration RCT,Response Time,"Rural/
Urban",Key ,County,Interstate,Route,Direction,Unnamed: 16,Description,Inc MM,Latitude,Longitude,Severity Lanes,Severity Duration,Severity,Temp,Prec,Condition,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,sunrise,sunset,moonphase,conditions,description,icon,stations,geometry
26831,3,35832,Vehicle Fire,"DAVIDSON on Interstate 40 Westbound, Before MILE MARKER 211.2",2021-08-28,12:49:59 PM,174,3,161,4,Urban,29721,DAVIDSON,I-40W,I-40,Westbound,Before,MILE MARKER 211.2          ,211.2,36.153941,-86.757846,Level 3,Level 3,Level 3,88.6,0.0,Clear,nashville tennessee,2021-08-28,91.7,74.1,80.5,97.8,74.1,82.5,70.8,73.81,0.18,12.5,0.0,0.0,25.3,12.9,96.2,1020.3,43.5,9.9,2021-08-28T06:15:47,2021-08-28T19:20:06,0.67,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.757846 36.153941)
27024,3,36104,Vehicle Fire,"DAVIDSON on Interstate 65 Northbound, At EXIT 81: WEDGEWOOD AVE.",2021-08-30,7:00:20 PM,52.61666667,0,17.91666667,-0.25,Urban,29939,DAVIDSON,I-65N,I-65,Northbound,At,EXIT 81 WEDGEWOOD AVE.         ,81.0,36.1259136,-86.77261403,Level 1,Level 1,Level 1,73.8,0.0,Clear,nashville tennessee,2021-08-30,84.0,71.1,76.5,90.2,71.1,77.7,71.1,83.84,0.35,29.17,0.0,0.0,24.2,9.5,101.3,1015.0,66.8,9.7,2021-08-30T06:17:21,2021-08-30T19:17:19,0.76,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.77261403 36.1259136)
27599,3,36851,Vehicle Fire,"DAVIDSON on Interstate 40 Eastbound, Before MILE MARKER 192",2021-09-05,1:46:52 PM,27,1,15,7,Urban,30582,DAVIDSON,I-40E,I-40,Eastbound,Before,MILE MARKER 192          ,192.0,36.07736652,-87.03008553,Level 2,Level 1,Level 1,75.1,0.0,Clear,nashville tennessee,2021-09-05,75.5,68.4,72.0,75.5,68.4,72.0,65.1,78.94,0.04,12.5,0.0,0.0,,7.6,245.5,1013.2,76.0,9.8,2021-09-05T06:22:01,2021-09-05T19:08:47,0.99,Rain,Partly cloudy throughout the day with morning rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-87.03008552999999 36.07736652)
27904,3,37229,Vehicle Fire,"RUTHERFORD on Interstate 24 Eastbound, At EXIT 70: SR102 / LEE VCTRY PWY / ALMVLE RD / SMRN",2021-09-09,5:51:32 AM,255,0,230,-38,Urban,30910,RUTHERFORD,I-24E,I-24,Eastbound,At,EXIT 70 SR102 / LEE VCTRY PWY / ALMVLE RD / SMRN ,70.0,35.93591541,-86.53316976,Level 1,Level 3,Level 1,60.2,0.0,Clear,nashville tennessee,2021-09-09,81.5,59.5,70.4,80.4,59.5,70.2,54.4,61.02,0.0,0.0,0.0,0.0,24.2,13.7,259.9,1015.0,15.2,9.9,2021-09-09T06:25:07,2021-09-09T19:02:57,0.04,Clear,Clear conditions throughout the day.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.53316976000001 35.93591541)
28233,3,37657,Vehicle Fire,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 42",2021-09-12,5:08:48 PM,34,3,27,5,Urban,31269,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 42          ,42.0,36.25817191,-86.78720507,Level 3,Level 1,Level 1,84.5,0.0,Clear,nashville tennessee,2021-09-12,85.9,63.5,74.5,87.1,63.5,75.0,63.3,70.21,0.0,0.0,0.0,0.0,12.8,10.8,165.5,1023.1,12.1,9.9,2021-09-12T06:27:26,2021-09-12T18:58:31,0.17,Clear,Clear conditions throughout the day.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.78720507 36.25817191)
28406,3,37899,Vehicle Fire,"WILLIAMSON on Interstate 65 Northbound, Before MILE MARKER 71",2021-09-14,3:20:47 PM,206.5333333,2,36.25,0.016666667,Urban,31467,WILLIAMSON,I-65N,I-65,Northbound,Before,MILE MARKER 71          ,71.0,35.99153207,-86.79868746,Level 3,Level 2,Level 2,89.1,0.0,Clear,nashville tennessee,2021-09-14,89.2,69.1,77.5,92.2,69.1,78.7,68.2,74.89,0.04,12.5,0.0,0.0,18.3,12.2,168.5,1016.4,48.8,9.8,2021-09-14T06:28:59,2021-09-14T18:55:33,0.28,Rain,Partly cloudy throughout the day with late afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.79868746 35.99153207)
28666,3,39213,Vehicle Fire,"ROBERTSON on Interstate 65 Northbound, Beyond MILE MARKER 108",2020-11-04,12:30:55 PM,169.5333333,1,39.25,19.03333333,Urban,31780,ROBERTSON,I-65N,I-65,Northbound,Beyond,MILE MARKER 108          ,108.0,36.46942836,-86.68231201,Level 2,Level 2,Level 2,68.7,0.0,Clear,nashville tennessee,2020-11-04,71.7,40.1,54.7,71.7,40.1,54.6,39.9,61.45,0.0,0.0,0.0,0.0,,10.2,135.2,1027.7,2.2,9.6,2020-11-04T06:13:24,2020-11-04T16:47:30,0.57,Clear,Clear conditions throughout the day.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.68231201 36.46942836)
28788,3,40374,Vehicle Fire,"DAVIDSON on Interstate 65 Southbound, Before MILE MARKER 89",2020-11-05,12:59:16 PM,325.3666667,1,1.516666667,0,Urban,32068,DAVIDSON,I-65S,I-65,Southbound,Before,MILE MARKER 89          ,89.0,36.24157775,-86.75059414,Level 2,Level 1,Level 1,68.7,0.0,Clear,nashville tennessee,2020-11-05,70.4,43.4,55.3,70.4,41.4,55.2,42.6,65.06,0.0,0.0,0.0,0.0,14.7,9.3,133.0,1026.8,47.1,9.8,2020-11-05T06:14:24,2020-11-05T16:46:34,0.61,Clear,Partly cloudy throughout the day.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.75059414 36.24157775)
28842,3,38396,Vehicle Fire,"DAVIDSON on Interstate 40 Westbound, Beyond MILE MARKER 216",2020-11-07,2:49:55 PM,"1,892",1,20,0,Urban,31577,DAVIDSON,I-40W,I-40,Westbound,Beyond,MILE MARKER 216          ,216.0,36.14226702,-86.67682881,Level 2,Level 1,Level 1,77.0,0.0,Clear,nashville tennessee,2020-11-07,77.0,46.6,62.0,77.0,46.6,62.0,51.3,70.44,0.0,0.0,0.0,0.0,12.8,7.3,56.4,1023.8,33.1,9.2,2020-11-07T06:16:25,2020-11-07T16:44:47,0.7,Clear,Becoming cloudy in the afternoon.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.67682881 36.14226702)
28875,3,40009,Vehicle Fire,"DAVIDSON on Interstate 24 Westbound, Beyond MILE MARKER 33",2020-11-07,8:38:11 AM,12,0,0,0,Urban,31980,DAVIDSON,I-24W,I-24,Westbound,Beyond,MILE MARKER 33          ,33.0,36.33210201,-86.90075952,Level 1,Level 1,Level 1,53.8,0.0,Clear,nashville tennessee,2020-11-07,77.0,46.6,62.0,77.0,46.6,62.0,51.3,70.44,0.0,0.0,0.0,0.0,12.8,7.3,56.4,1023.8,33.1,9.2,2020-11-07T06:16:25,2020-11-07T16:44:47,0.7,Clear,Becoming cloudy in the afternoon.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.90075951999999 36.33210201)
28998,3,41772,Vehicle Fire,"DAVIDSON on Interstate 65 Northbound, Beyond MILE MARKER 80",2020-11-10,1:33:15 PM,204.2,2,0.35,6.283333333,Urban,32388,DAVIDSON,I-65N,I-65,Northbound,Beyond,MILE MARKER 80          ,80.0,36.11294073,-86.77233065,Level 3,Level 1,Level 1,76.1,0.0,Clear,nashville tennessee,2020-11-10,78.1,61.1,68.6,78.1,61.1,68.6,61.4,78.35,0.1,16.67,0.0,0.0,26.4,15.3,121.4,1015.5,85.0,9.4,2020-11-10T06:19:27,2020-11-10T16:42:19,0.86,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.77233065 36.11294073)
28999,3,41864,Vehicle Fire,"DAVIDSON on Interstate 40 Westbound, Beyond MILE MARKER 218",2020-11-10,6:04:39 AM,43,2,37,0,Urban,32412,DAVIDSON,I-40W,I-40,Westbound,Beyond,MILE MARKER 218          ,218.0,36.14853199,-86.64088221,Level 3,Level 2,Level 2,61.1,0.0,Clear,nashville tennessee,2020-11-10,78.1,61.1,68.6,78.1,61.1,68.6,61.4,78.35,0.1,16.67,0.0,0.0,26.4,15.3,121.4,1015.5,85.0,9.4,2020-11-10T06:19:27,2020-11-10T16:42:19,0.86,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.64088221 36.14853199)
29012,3,42347,Vehicle Fire,"ROBERTSON on Interstate 65 Northbound, Beyond MILE MARKER 108",2020-11-10,1:50:16 PM,398.4833333,1,47.65,0,Urban,32535,ROBERTSON,I-65N,I-65,Northbound,Beyond,MILE MARKER 108          ,108.0,36.46942836,-86.68231201,Level 2,Level 2,Level 2,76.1,0.0,Clear,nashville tennessee,2020-11-10,78.1,61.1,68.6,78.1,61.1,68.6,61.4,78.35,0.1,16.67,0.0,0.0,26.4,15.3,121.4,1015.5,85.0,9.4,2020-11-10T06:19:27,2020-11-10T16:42:19,0.86,Rain,Partly cloudy throughout the day with afternoon rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.68231201 36.46942836)
29129,3,41100,Vehicle Fire,"DAVIDSON on Interstate 40 Eastbound, Beyond MILE MARKER 221",2020-11-11,3:03:02 PM,58,0,0,11,Urban,32233,DAVIDSON,I-40E,I-40,Eastbound,Beyond,MILE MARKER 221          ,221.0,36.17023732,-86.59814658,Level 1,Level 1,Level 1,60.9,0.0,Clear,nashville tennessee,2020-11-11,69.2,49.4,60.5,69.2,46.3,60.3,54.6,81.18,0.12,25.0,0.0,0.0,18.3,12.6,303.5,1015.4,92.4,9.3,2020-11-11T06:20:28,2020-11-11T16:41:32,0.91,Rain,Cloudy skies throughout the day with rain clearing later.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.59814658000001 36.17023732)
29138,3,41391,Vehicle Fire,"DAVIDSON on Interstate 65 Southbound, Before MILE MARKER 91",2020-11-11,12:34:32 PM,675.7333333,2,36.13333333,0,Urban,32301,DAVIDSON,I-65S,I-65,Southbound,Before,MILE MARKER 91          ,91.0,36.26685501,-86.73718023,Level 3,Level 2,Level 2,61.4,0.0,Clear,nashville tennessee,2020-11-11,69.2,49.4,60.5,69.2,46.3,60.3,54.6,81.18,0.12,25.0,0.0,0.0,18.3,12.6,303.5,1015.4,92.4,9.3,2020-11-11T06:20:28,2020-11-11T16:41:32,0.91,Rain,Cloudy skies throughout the day with rain clearing later.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.73718023000001 36.26685501)
29493,3,42632,Vehicle Fire,"RUTHERFORD on Interstate 840 Eastbound, Before MILE MARKER 54",2021-09-16,9:24:09 AM,19,1,16,0,Urban,32720,RUTHERFORD,I-840E,I-840,Eastbound,Before,MILE MARKER 54          ,54.0,35.89568508,-86.46521072,Level 2,Level 1,Level 1,73.1,0.0,Clear,nashville tennessee,2021-09-16,84.6,67.8,75.6,87.0,67.8,76.2,66.5,75.0,0.0,0.0,0.0,0.0,11.4,8.6,81.1,1016.3,49.9,9.4,2021-09-16T06:30:32,2021-09-16T18:52:35,0.39,Clear,Partly cloudy throughout the day.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.46521072 35.89568508)
29693,3,54248,Vehicle Fire,"RUTHERFORD on Interstate 24 Eastbound, At EXIT 80: SR-99 / NEW SALEM HWY.",2021-09-18,7:13:15 AM,70,0,21,0,Urban,32934,RUTHERFORD,I-24E,I-24,Eastbound,At,EXIT 80 SR-99 / NEW SALEM HWY.      ,80.0,35.82823168,-86.41430975,Level 1,Level 1,Level 1,72.5,0.0,Clear,nashville tennessee,2021-09-18,74.9,70.5,72.7,74.9,70.5,72.7,69.2,88.84,0.63,29.17,0.0,0.0,17.2,7.1,37.5,1019.1,89.4,8.6,2021-09-18T06:32:05,2021-09-18T18:49:36,0.47,Rain,Partly cloudy throughout the day with rain in the morning and afternoon.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.41430975 35.82823168)
29700,3,54265,Vehicle Fire,"DAVIDSON on Interstate 24 Eastbound, Before MILE MARKER 33.2",2021-09-18,9:54:10 AM,20,0,0,0,Urban,32944,DAVIDSON,I-24E,I-24,Eastbound,Before,MILE MARKER 33.2          ,33.2,36.3305064,-86.89750846,Level 1,Level 1,Level 1,73.0,0.15,Rain,nashville tennessee,2021-09-18,74.9,70.5,72.7,74.9,70.5,72.7,69.2,88.84,0.63,29.17,0.0,0.0,17.2,7.1,37.5,1019.1,89.4,8.6,2021-09-18T06:32:05,2021-09-18T18:49:36,0.47,Rain,Partly cloudy throughout the day with rain in the morning and afternoon.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.89750846 36.3305064)
29720,3,54293,Vehicle Fire,"DAVIDSON on Interstate 24 Eastbound, Beyond MILE MARKER 41.6",2021-09-18,1:55:47 PM,140,0,0,0,Urban,32971,DAVIDSON,I-24E,I-24,Eastbound,Beyond,MILE MARKER 41.6          ,41.6,36.26303713,-86.78976318,Level 1,Level 1,Level 1,72.4,0.17,Rain,nashville tennessee,2021-09-18,74.9,70.5,72.7,74.9,70.5,72.7,69.2,88.84,0.63,29.17,0.0,0.0,17.2,7.1,37.5,1019.1,89.4,8.6,2021-09-18T06:32:05,2021-09-18T18:49:36,0.47,Rain,Partly cloudy throughout the day with rain in the morning and afternoon.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.78976317999999 36.26303713)
29741,3,54319,Vehicle Fire,"DAVIDSON on Interstate 40 Westbound, Beyond MILE MARKER 219.2",2021-09-18,5:44:19 PM,"4,076",3,43,-20,Urban,32995,DAVIDSON,I-40W,I-40,Westbound,Beyond,MILE MARKER 219.2          ,219.2,36.15682,-86.627536,Level 3,Level 2,Level 2,74.3,0.0,Clear,nashville tennessee,2021-09-18,74.9,70.5,72.7,74.9,70.5,72.7,69.2,88.84,0.63,29.17,0.0,0.0,17.2,7.1,37.5,1019.1,89.4,8.6,2021-09-18T06:32:05,2021-09-18T18:49:36,0.47,Rain,Partly cloudy throughout the day with rain in the morning and afternoon.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.62753600000001 36.15682)
29751,3,54329,Vehicle Fire,"DAVIDSON on Interstate 65 Northbound, Before MILE MARKER 88",2021-09-18,10:52:41 PM,920.9333333,3,25.58333333,3.6,Urban,33005,DAVIDSON,I-65N,I-65,Northbound,Before,MILE MARKER 88          ,88.0,36.23464539,-86.76607359,Level 3,Level 1,Level 1,71.8,0.0,Clear,nashville tennessee,2021-09-18,74.9,70.5,72.7,74.9,70.5,72.7,69.2,88.84,0.63,29.17,0.0,0.0,17.2,7.1,37.5,1019.1,89.4,8.6,2021-09-18T06:32:05,2021-09-18T18:49:36,0.47,Rain,Partly cloudy throughout the day with rain in the morning and afternoon.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.76607359 36.23464539)
29884,3,54499,Vehicle Fire,"DAVIDSON on Interstate 65 Southbound, Beyond MILE MARKER 81.4",2021-09-20,11:28:01 AM,1028.05,2,22.96666667,2.766666667,Urban,33150,DAVIDSON,I-65S,I-65,Southbound,Beyond,MILE MARKER 81.4          ,81.4,36.13348936,-86.77524153,Level 3,Level 1,Level 1,71.7,0.24,Rain,nashville tennessee,2021-09-20,73.6,68.8,71.9,73.6,68.8,71.9,68.5,88.87,1.41,62.5,0.0,0.0,16.1,11.0,102.3,1016.4,91.4,7.0,2021-09-20T06:33:39,2021-09-20T18:46:37,0.5,Rain,Cloudy skies throughout the day with a chance of rain throughout the day.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.77524153 36.13348936)
29930,3,56842,Vehicle Fire,"SMITH on Interstate 40 Westbound, At EXIT 258: SR-53 / CARTHAGE / GORDONSVILLE",2021-09-21,5:39:41 AM,52,0,52,0,Urban,33207,SMITH,I-40W,I-40,Westbound,At,EXIT 10.75 SR-53 / CARTHAGE / GORDONSVILLE      ,258.0,36.17971843,-85.95417414,Level 1,Level 2,Level 1,69.6,0.0,Clear,nashville tennessee,2021-09-21,81.8,67.7,73.8,86.2,67.7,74.5,68.2,82.99,0.59,41.67,0.0,0.0,23.0,9.0,130.0,1016.3,79.1,9.1,2021-09-21T06:34:26,2021-09-21T18:45:07,0.5,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-85.95417414000001 36.17971843)
30126,3,69778,Vehicle Fire,"DAVIDSON on Interstate 65 Southbound, Before MILE MARKER 79.6",2021-09-22,3:34:34 PM,1194.033333,0,0,0.1,Urban,33436,DAVIDSON,I-65S,I-65,Southbound,Before,MILE MARKER 79.6          ,79.6,36.10678296,-86.76826589,Level 1,Level 1,Level 1,68.0,0.0,Clear,nashville tennessee,2021-09-22,70.9,55.1,63.5,70.9,55.1,63.4,55.5,76.36,0.29,45.83,0.0,0.0,33.2,18.2,295.2,1016.9,75.3,9.0,2021-09-22T06:35:13,2021-09-22T18:43:38,0.52,Rain,Partly cloudy throughout the day with a chance of rain throughout the day.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.76826589 36.10678296)
30161,3,69814,Vehicle Fire,"DAVIDSON on Interstate 40 Eastbound, Before MILE MARKER 217.8",2021-09-22,7:52:23 PM,47,2,12,0,Urban,33471,DAVIDSON,I-40E,I-40,Eastbound,Before,MILE MARKER 217.8          ,217.8,36.14672042,-86.64380266,Level 3,Level 1,Level 1,60.8,0.0,Clear,nashville tennessee,2021-09-22,70.9,55.1,63.5,70.9,55.1,63.4,55.5,76.36,0.29,45.83,0.0,0.0,33.2,18.2,295.2,1016.9,75.3,9.0,2021-09-22T06:35:13,2021-09-22T18:43:38,0.52,Rain,Partly cloudy throughout the day with a chance of rain throughout the day.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.64380266000001 36.14672042)
30263,3,69951,Vehicle Fire,"DAVIDSON on Interstate 65 Northbound, Beyond MILE MARKER 93",2021-09-23,4:56:04 PM,60.73333333,2,27.51666667,4.6,Urban,33581,DAVIDSON,I-65N,I-65,Northbound,Beyond,MILE MARKER 93          ,93.0,36.29204546,-86.72080896,Level 3,Level 1,Level 1,71.1,0.0,Clear,nashville tennessee,2021-09-23,71.7,49.9,59.6,71.7,49.9,59.6,46.7,66.83,0.0,4.17,0.0,0.0,21.3,12.6,258.3,1018.4,7.2,9.9,2021-09-23T06:36:00,2021-09-23T18:42:09,0.53,Clear,Clear conditions throughout the day.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.72080896 36.29204546)
30315,3,70022,Vehicle Fire,"DAVIDSON on Interstate 40 Eastbound, Before MILE MARKER 211.8",2021-09-24,8:13:54 AM,14,0,0,0,Urban,33638,DAVIDSON,I-40E,I-40,Eastbound,Before,MILE MARKER 211.8          ,211.8,36.149281,-86.747032,Level 1,Level 1,Level 1,51.8,0.0,Clear,nashville tennessee,2021-09-24,74.3,49.1,60.7,74.3,49.1,60.7,48.0,67.49,0.0,0.0,0.0,0.0,,5.3,112.5,1019.9,22.1,9.1,2021-09-24T06:36:48,2021-09-24T18:40:39,0.56,Clear,Partly cloudy throughout the day.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.747032 36.149281)
30499,3,78035,Vehicle Fire,"DAVIDSON on Interstate 40 Eastbound, At EXIT 221A: SR-45 NORTH / THE HERMITAGE",2021-09-26,1:02:56 AM,18,0,13,0,Urban,33830,DAVIDSON,I-40E,I-40,Eastbound,At,EXIT 221A: SR-45 NORTH / THE HERMITAGE      ,221.0,36.17023732,-86.59814658,Level 1,Level 1,Level 1,58.8,0.0,Clear,nashville tennessee,2021-09-26,80.0,56.0,65.5,79.6,56.0,65.5,54.7,72.48,0.0,0.0,0.0,0.0,,6.4,128.7,1019.9,32.1,6.3,2021-09-26T06:38:23,2021-09-26T18:37:42,0.64,Clear,Partly cloudy throughout the day.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.59814658000001 36.17023732)
30550,3,78113,Vehicle Fire,"DAVIDSON on Interstate 65 Northbound, Before MILE MARKER 94.8",2021-09-26,4:28:21 PM,1973.066667,2,15.48333333,2.433333333,Urban,33900,DAVIDSON,I-65N,I-65,Northbound,Before,MILE MARKER 94.8          ,94.8,36.296347,-86.715385,Level 3,Level 1,Level 1,80.0,0.0,Clear,nashville tennessee,2021-09-26,80.0,56.0,65.5,79.6,56.0,65.5,54.7,72.48,0.0,0.0,0.0,0.0,,6.4,128.7,1019.9,32.1,6.3,2021-09-26T06:38:23,2021-09-26T18:37:42,0.64,Clear,Partly cloudy throughout the day.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.715385 36.296347)
30671,3,79373,Vehicle Fire,"SUMNER on Interstate 65 Southbound, Beyond MILE MARKER 102.8",2021-09-27,11:29:44 PM,99.86666667,1,99,0.366666667,Urban,34029,SUMNER,I-65S,I-65,Southbound,Beyond,MILE MARKER 102.8          ,102.8,36.4023,-86.720227,Level 2,Level 3,Level 3,64.7,0.0,Clear,nashville tennessee,2021-09-27,83.3,55.2,69.2,83.2,55.2,69.2,57.4,69.21,0.0,0.0,0.0,0.0,17.2,9.8,186.3,1018.1,2.4,9.8,2021-09-27T06:39:11,2021-09-27T18:36:13,0.68,Clear,Clear conditions throughout the day.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.72022699999999 36.4023)
30760,3,81250,Vehicle Fire,"WILLIAMSON on Interstate 65 Northbound, Beyond MILE MARKER 70",2021-09-28,6:55:08 PM,83.28333333,2,53.46666667,0.3,Urban,34129,WILLIAMSON,I-65N,I-65,Northbound,Beyond,MILE MARKER 70          ,70.0,35.97769691,-86.80373633,Level 3,Level 2,Level 2,82.6,0.0,Clear,nashville tennessee,2021-09-28,85.2,60.1,71.6,85.5,60.1,71.8,60.5,70.58,0.0,0.0,0.0,0.0,12.8,6.7,175.8,1016.1,17.5,9.8,2021-09-28T06:39:59,2021-09-28T18:34:44,0.73,Clear,Clear conditions throughout the day.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.80373633000001 35.97769691)
31136,3,86804,Vehicle Fire,"WILLIAMSON on Interstate 65 Southbound, Beyond MILE MARKER 71",2021-10-02,3:41:55 PM,74.78333333,2,16.35,-4.9,Urban,34550,WILLIAMSON,I-65S,I-65,Southbound,Beyond,MILE MARKER 71          ,71.0,35.99153207,-86.79868746,Level 3,Level 1,Level 1,79.5,0.0,Clear,nashville tennessee,2021-10-02,80.6,64.1,71.9,82.2,64.1,72.1,64.6,79.07,0.15,25.0,0.0,0.0,21.9,13.1,168.3,1019.6,64.0,8.9,2021-10-02T06:43:14,2021-10-02T18:28:54,0.91,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.79868746 35.99153207)
31742,3,103891,Vehicle Fire,"RUTHERFORD on Interstate 24 Westbound, Beyond MILE MARKER 73.2",2021-10-09,12:22:11 PM,39,1,6,-2,Urban,35226,RUTHERFORD,I-24W,I-24,Westbound,Beyond,MILE MARKER 73.2          ,73.2,35.90162648,-86.49505275,Level 2,Level 1,Level 1,82.8,0.0,Clear,nashville tennessee,2021-10-09,84.6,62.7,72.6,85.3,62.7,72.8,62.1,72.07,0.0,0.0,0.0,0.0,15.0,9.8,135.7,1015.9,40.5,9.3,2021-10-09T06:49:04,2021-10-09T18:18:56,0.06,Clear,Partly cloudy throughout the day.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.49505275 35.90162648)
31857,3,104043,Vehicle Fire,"MAURY on Interstate 65 Southbound, Before MILE MARKER 39.2",2021-10-11,6:38:06 AM,337.9166667,2,337.5333333,-6.666666667,Urban,35351,MAURY,I-65S,I-65,Southbound,Before,MILE MARKER 39.2          ,39.2,35.54316354,-86.90597769,Level 3,Level 3,Level 3,64.8,0.0,Clear,nashville tennessee,2021-10-11,82.8,64.8,73.9,83.3,64.8,74.1,61.9,67.87,0.0,4.17,0.0,0.0,35.6,58.4,152.1,1012.1,47.4,9.8,2021-10-11T06:50:47,2021-10-11T18:16:10,0.16,Clear,Partly cloudy throughout the day.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.90597769 35.54316354)
32203,3,104532,Vehicle Fire,"DAVIDSON on Interstate 40 Eastbound, Before MILE MARKER 220",2021-10-15,8:09:13 AM,36,0,2,-10,Urban,35723,DAVIDSON,I-40E,I-40,Eastbound,Before,MILE MARKER 220          ,220.0,36.1645355,-86.61508336,Level 1,Level 1,Level 1,72.3,0.0,Clear,nashville tennessee,2021-10-15,80.2,68.9,72.7,82.8,68.9,72.8,64.9,76.9,0.24,33.33,0.0,0.0,15.0,10.1,210.5,1012.3,84.8,9.5,2021-10-15T06:54:17,2021-10-15T18:10:47,0.37,Rain,Partly cloudy throughout the day with rain.,Rain,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.61508336 36.1645355)
33006,3,105622,Vehicle Fire,"DAVIDSON on Interstate 24 Westbound, Beyond MILE MARKER 55.6",2021-10-24,1:40:51 AM,687,0,28.0,3,Urban,36621,DAVIDSON,I-24W,I-24,Westbound,Beyond,MILE MARKER 55.6          ,55.6,36.04885207,-86.66504827,Level 1,Level 1,Level 1,59.5,0.0,Clear,nashville tennessee,2021-10-24,80.6,56.7,67.8,80.8,56.7,67.8,52.9,60.2,0.0,0.0,0.0,0.0,28.7,17.2,160.0,1015.1,46.6,9.9,2021-10-24T07:02:30,2021-10-24T17:59:30,0.57,Clear,Partly cloudy throughout the day.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-86.66504827 36.04885207)
33262,3,105981,Vehicle Fire,"DAVIDSON on Interstate 40 Westbound, Beyond MILE MARKER 192.4",2021-10-26,6:22:57 PM,26,1,1.0,12,Urban,36906,DAVIDSON,I-40W,I-40,Westbound,Beyond,MILE MARKER 192.4          ,192.4,36.07694949,-87.02716985,Level 2,Level 1,Level 1,55.8,0.0,Clear,nashville tennessee,2021-10-26,60.1,49.4,54.2,60.1,48.0,54.2,42.4,64.85,0.0,0.0,0.0,0.0,19.4,11.7,205.6,1016.9,64.8,9.9,2021-10-26T07:04:23,2021-10-26T17:57:10,0.65,Clear,Partly cloudy throughout the day.,Clear,"72327013897,KJWN,KBNA,KMQY,KM91,72327313827",POINT (-87.02716985000001 36.07694949)
